c_5mM.c_0mM___padj,p_5mM.p_0mM___padj,Combined categories
0.079814268,0.35391859,
0.000888144,0.332472659,
0.005864608,0.002104827,
0.558330389,0.000377947,
1.98E-14,0.866192162,
0.00025602,0.000123496,
0.001887141,0.191308865,
1.71E-13,3.32E-06,
3.50E-126,0.000444233,
0.089077087,0.00574841,
0.005609316,0.004873285,
6.87E-05,0.000124267,
0.439373896,0.274680434,
4.52E-13,0.000581016,
0.525379941,0.018955872,
3.35E-22,1.47E-05,
4.80E-15,0.1985893,
0.4058711,0.000245134,
1.65E-05,4.64E-05,
2.09E-24,0.002524789,
0.8800051,6.63E-05,
0.1093855,0.7678683,
9.09E-56,0.02462058,
1.02E-06,0.1991832,
0.000399735,0.001082261,
0.000151295,0.874141754,
1.05E-05,3.81E-05,
1.90E-10,3.32E-07,
0.06768531,0.09589369,
0.9775221,0.3804024,
0.00010625,0.000154744,
0.002493679,3.62E-09,
4.76E-06,7.69E-06,
0.001856774,0.018015272,
3.16E-07,2.46E-06,
0.023019916,0.785789392,
9.94E-12,0.002066141,
9.04E-05,0.084835181,
0.2589254,0.1186284,
0.02391744,0.005067741,
2.19E-13,0.67743,
0.1531918,1.03E-06,
4.44E-07,0.225835597,
0.494782134,0.483773112,
3.25E-06,9.32E-07,
8.38E-14,0.790985772,
4.94E-29,2.47E-09,
0.336515525,8.62E-09,
0.05321411,0.006618487,
0.01627213,0.4496492,
2.39E-06,0.304285871,
8.40E-10,4.89E-07,
2.32E-130,3.06E-11,
6.24E-06,0.835109013,
0.001499199,0.154895568,
0.932635115,2.23E-27,
0.012243655,0.000376295,
0.51610737,0.109031749,
0.40472962,0.672324483,
0.839584817,0.934912285,
0.230654901,0.732605641,
0.054598781,0.002542292,
0.5998401,0.4294102,
0.008588237,0.01689979,
0.13429772,7.44E-26,
0.000298711,0.340414109,
0.016178563,0.057970863,
0.000296454,0.136087461,
0.061936276,0.014712025,
0.162374877,0.105136416,
0.104147252,0.481533803,
0.107268215,0.003088369,
3.20E-07,3.46E-16,
0.066551284,5.94E-07,
0.857571848,0.962520978,
0.04375369,0.101783,
0.284308175,0.532599881,
2.54E-17,0.000713706,
2.46E-11,5.63E-09,
1.71E-05,0.004374452,
0.078923218,0.031480977,
2.56E-05,7.52E-06,
2.12E-06,7.42E-13,
0.009706332,0.682186183,
0.592988292,0.001165997,
4.65E-11,0.095893694,
0.001145076,0.939159872,
2.66E-07,0.001616025,
0.4246517,0.9622309,
1.81E-06,1.42E-18,
0.0364634,7.74E-06,
0.6175498,0.01985723,
1.36E-12,2.12E-80,
0.204936569,0.094385901,
0.35824422,0.343718953,
7.30E-07,0.071067476,
0.001860185,0.026341212,
0.000128715,0.822295769,
0.021469189,0.000292764,
0.014008375,0.012120174,
0.001887141,0.015635407,
8.42E-10,0.002734954,
0.3434491,0.6498402,
0.6956876,0.06195139,
0.163422175,9.73E-07,
0.001268113,3.61E-17,
3.84E-31,2.18E-11,
0.650036143,0.000666475,
0.164057725,0.000316135,
5.74E-11,2.95E-21,
0.00073989,0.859208074,
0.5769405,0.9179467,
0.001189075,4.20E-07,
0.962970661,0.008271766,
0.851915674,0.577514385,
0.107681317,2.36E-05,
0.2695781,0.3949548,
2.69E-10,0.002746781,
0.066364701,0.002394857,
0.1188535,0.009455543,
3.70E-06,0.875879091,
1.58E-05,0.445243543,
0.004970945,0.690710289,
0.206583612,0.024793552,
0.076409047,4.05E-10,
7.82E-06,0.013660499,
8.38E-06,0.000499897,
0.042101188,0.000242485,
0.108059412,0.453743406,
1.72E-05,0.026062394,
0.804720619,0.977816205,
0.009917121,0.000305978,
8.39E-05,0.033959412,
2.07E-06,0.1638524,
0.4441059,0.000697364,
0.002749517,0.00016461,
0.009902935,0.029160889,
0.4431109,0.4464259,
0.2437747,0.06403525,
0.267518,0.08243687,
0.4397194,0.03235937,
1.51E-05,0.001870091,
7.15E-07,0.2430693,
0.00205885,0.698806,
0.000685116,0.001856045,
8.09E-13,0.8990169,
1.58E-19,0.454492085,
0.1582984,0.2044938,
0.01844609,9.06E-06,
0.6899579,1.78E-06,
0.349547261,0.747354995,
0.121543184,0.196975655,
0.5337831,0.8477844,
0.715132935,0.19200366,
2.58E-09,0.2561115,
0.236894378,0.033322576,
0.8137657,0.8554441,
0.360941253,0.031328607,
0.004026189,0.911213576,
0.68693951,0.399727581,
1.53E-11,3.34E-07,
0.3644838,0.3377581,
1.34E-22,0.01534674,
0.270463027,0.063710868,
6.46E-18,0.000238076,
0.000255472,0.00048729,
0.06187397,0.000570696,
0,0.007710221,
0.8680903,0.001110385,
8.38E-14,0.000271021,
0.042141177,0.00124902,
0.1615303,0.01217352,
0.03231707,2.13E-06,
2.36E-09,0.001285573,
3.26E-06,6.12E-05,
4.75E-09,0.453911035,
0.001501815,0.04457885,
0.01810413,0.01472389,
2.38E-05,3.44E-07,
0.801042344,0.000179375,
0.000156829,0.004842158,
6.24E-18,9.84E-08,
0.0483106,0.06673207,
0.001179527,0.059086895,
3.16E-06,0.000634175,
0.8366484,0.869925,
0.044166666,0.395294375,
0.757745327,0.021226849,
0.409647869,0.12167192,
0.041565647,0.125423933,
0.193771221,0.489739872,
0.835088334,0.22937229,
0.06825913,0.998463968,
0.19457304,0.773952729,
0.157727396,0.000302553,
6.48E-08,0.005112217,
0.01157165,0.000334365,
0.049470072,0.553551712,
0.001770976,0.7531872,
5.94E-13,0.01391892,
0.01848504,0.001167205,
0.08496971,0.007352992,
0.622524479,1.29E-07,
0.2058841,0.5341127,
8.64E-08,0.01779138,
3.37E-14,8.20E-07,
0.000373066,0.007604421,
1.91E-19,4.12E-05,
0.00108437,2.77E-12,
0.02922851,0.000265994,
0.04395028,0.06479517,
0.9351714,0.1212575,
0.877481698,0.00075553,
3.25E-16,0.183916,
3.07E-07,0.02262981,
0.001653187,5.99E-14,
0.008771086,1.98E-16,
4.23E-16,0.002646503,
0.866642711,1.75E-10,
0.001948802,0.001324584,
2.68E-41,5.61E-19,
0.035380365,0.151589787,
0.418567993,0.000373143,
0.889615432,0.000132336,
0.067214119,0.00021453,
0.02439823,0.2005711,
1.89E-08,0.285480887,
0.005781911,0.004251823,
0.01619919,0.03373943,
3.98E-07,0.007682857,
6.20E-22,0.000112352,
0.6609705,6.22E-06,
0.660079616,0.3049268,
0.86526841,0.519554842,
0.759867702,0.872415212,
1.45E-15,6.68E-05,
1.46E-08,0.000191384,
0.001421623,0.000252145,
2.31E-25,1.85E-09,
5.43E-09,9.74E-16,
5.90E-05,0.004684283,
2.08E-18,3.62E-09,
0.036994445,4.44E-05,
0.02247108,0.5170766,
2.12E-16,0.017140474,
1.94E-24,0.08975784,
1.46E-09,5.10E-13,
0.000591458,0.131608477,
1.43E-07,9.91E-05,
0.000226165,0.2344322,
2.10E-20,0.15924632,
0.681945853,0.686640768,
0.035092873,0.048304767,
0.558732161,0.740213275,
0.092189527,0.01653274,
0.64917855,0.004569315,
0.831615043,0.018745937,
0.011393052,0.008572313,
0.424651689,0.017788529,
0.8192979,7.37E-05,
0.9048463,0.006398526,
0.520407,0.1349766,
0.03124713,0.3710466,
0.000286894,0.2392311,
4.54E-10,0.5233938,
1.68E-18,0.006932821,
0.14064411,0.259703523,
0.001247832,0.3908152,
0.001403456,2.36E-06,
0.01224365,0.000645159,
1.17E-13,9.04E-37,
6.96E-06,6.04E-05,
8.04E-09,0.006594108,
0.000279362,0.3390457,
6.64E-06,0.3847557,
0.500695102,1.62E-07,
0.379897326,0.050362469,
0.230650819,0.673559062,
0.01348441,0.000819817,
0.4248496,0.7744688,
2.10E-06,0.082245458,
6.69E-08,0.589762633,
1.23E-06,0.564436879,
0.145335404,0.000490841,
0.000541986,4.16E-05,
0.05030155,0.08113677,
0.1341663,0.04636342,
4.18E-06,0.07401423,
0.300013481,0.009607452,
0.002020781,1.24E-12,
0.0147492,0.002762052,
1.31E-07,0.31127167,
0.22185871,0.554453912,
0.006379461,0.074896935,
0.044831818,0.757856017,
0.6168365,0.9549721,
3.07E-05,0.000111506,
0.681610247,0.063827656,
0.3889346,0.1730633,
0.472478459,0.063459856,
0.0443787,2.15E-05,
0.000172712,2.58E-05,
0.02298159,4.38E-06,
5.13E-16,0.007171807,
0.10518129,4.06E-06,
0.113730769,0.863571697,
0.00043432,0.962254036,
0.001781341,2.47E-05,
0.888459252,1.14E-06,
5.34E-12,8.40E-08,
8.60E-05,0.9675012,
2.43E-12,0.000148857,
0.000237614,0.00815658,
0.2991024,0.6532908,
0.493759165,0.121873478,
0.061130592,0.943740606,
0.149874834,0.164722021,
0.017434652,0.075929706,
0.366023358,0.056892683,
0.205226518,0.035814344,
0.044767902,0.000143957,
0.247098314,4.06E-11,
0.006523665,0.212533712,
0.032513712,0.29154104,
5.72E-10,0.531658552,
0.069467529,0.865764792,
6.09E-08,0.033397398,
8.43E-06,0.012107248,
0.22791879,0.864895742,
3.26E-10,0.950306274,
0.858451,0.1049241,
1.31E-11,0.002100416,
0.94148542,0.297309738,
0.449082778,0.076916521,
0.6167188,0.1577116,
1.76E-13,0.273281381,
0.020134573,0.086178046,
0.000358266,0.007682857,
0.02743005,8.15E-05,
0.002775806,0.1338489,
0.02678907,4.42E-09,
8.81E-08,0.000942406,
0.006142578,0.002492608,
0.023515902,0.119063658,
7.98E-15,0.532204282,
0.172632703,0.000109724,
0.001848419,0.005057813,
0.001063429,0.000453021,
0.379745039,0.990402972,
0.6031461,0.000595425,
6.60E-05,0.00123438,
0.13344619,1.07E-10,
0.191548011,0.121833308,
0.001245461,0.624395996,
4.98E-10,9.74E-06,
6.51E-54,0.003727546,
8.44E-06,0.8423946,
8.73E-43,7.73E-12,
1.34E-05,0.674275728,
0.04317364,0.1244474,
0.000734923,6.41E-16,
0.002243329,0.003885917,
0.001245345,8.52E-11,
0.05382704,0.01467352,
0.009194263,0.000330103,
0.2756599,0.1423482,
3.38E-05,0.001621929,
0.1467112,0.6505169,
1.05E-10,0.856138631,
1.01E-15,0.7209002,
1.37E-20,0.008910677,
1.28E-13,0.548648406,
2.76E-13,0.727626784,
0.229146532,0.122212318,
0.184083558,0.131110426,
0.285126767,0.410431515,
0.051457213,0.647836483,
0.065334473,0.000601125,
1.94E-17,0.243470525,
0.034249716,0.011803293,
0.002972034,0.007775677,
8.21E-08,0.5372412,
1.08E-05,0.275008753,
0.008108044,1.19E-06,
1.25E-31,0.6809465,
0.002060033,0.000504417,
0.371197577,0.000143988,
0.005844162,2.99E-06,
0.10343923,0.357789112,
2.55E-26,0.002998972,
0.1798179,0.1285907,
2.53E-21,0.01497828,
0.7251757,0.7161192,
0.000642137,0.023343452,
0.116108859,5.45E-05,
3.33E-18,2.71E-08,
1.60E-09,4.32E-05,
0.006104042,0.059865385,
0.002069952,0.440544437,
0.0112805,0.8442403,
1.56E-06,0.3891189,
8.66E-08,7.29E-08,
0.03858357,0.0136092,
0.9351714,0.242207,
0.0583473,0.240466,
0.130852188,0.200816782,
0.212587562,0.007252914,
0.001765583,0.189739272,
0.545718077,0.907597261,
0.523168747,0.005842747,
0.294430014,0.102617503,
0.01051486,6.51E-05,
8.18E-09,0.00109625,
4.12E-10,0.000238399,
5.11E-20,0.297956556,
0.000123289,0.000494236,
0.01628295,9.87E-05,
0.1553443,3.90E-05,
0.1565917,0.001840262,
0.8041941,0.2459538,
1.85E-10,5.94E-07,
0.005314357,0.9340822,
1.74E-05,0.52711,
0.004513728,0.000275586,
0.004994281,1.67E-06,
1.98E-30,0.002152402,
0.160024477,0.898241747,
0.064725937,0.00133132,
3.97E-05,0.61220656,
1.97E-07,0.183136075,
0.2777595,0.2136197,
0.000648315,0.750537226,
3.32E-05,0.992535556,
0.503356023,0.016637389,
0.03857507,8.34E-05,
0.310883793,0.000587733,
0.634042657,0.878354891,
0.4330437,5.45E-07,
8.99E-05,2.01E-05,
8.64E-09,0.000169053,
4.16E-07,0.7605436,
0.914945439,0.564084486,
0.414156938,0.684480971,
0.005459794,0.001821087,
5.29E-09,0.195700987,
1.06E-13,0.3118659,
0.01429813,1.76E-10,
0.3289371,0.1655228,
0.001765583,0.110642931,
0.976639631,0.877816693,
5.11E-06,0.922516336,
0.7651859,0.528838,
3.21E-06,9.16E-15,
0.1526711,0.752344,
0.000559173,0.04506515,
3.92E-09,0.022027127,
0.800963511,0.00014244,
0.025023811,4.43E-06,
0.637728543,1.85E-06,
0.1208859,0.6953661,
0.5034167,0.2469588,
0.533783088,0.013353558,
1.52E-07,2.00E-05,
0.03730623,1.09E-10,
0.04649023,0.3139853,
0.000777619,0.03700473,
9.46E-05,0.000387187,
0.292359652,0.125666735,
0.000901465,0.028475585,
0.496035019,0.85655692,
0.066637604,0.972536409,
0.000802714,0.023757973,
3.03E-08,0.028117921,
0.925710153,1.70E-06,
6.91E-05,4.24E-05,
0.33609628,0.002163746,
0.944317377,0.151675177,
0.06390886,0.76642911,
0.04240213,0.000264496,
0.0759176,0.189541,
0.0443787,0.09618858,
0.000172712,0.000860441,
0.1557657,0.004992152,
0.08318383,0.000920501,
0.096209864,0.00071029,
0.715953329,0.006866221,
0.9812483,0.08469969,
0.00142016,0.7363763,
4.16E-06,0.01592011,
2.09E-14,0.951748225,
3.71E-22,0.362395124,
1.53E-49,0.147421718,
3.22E-40,0.567090111,
7.11E-76,0.034295287,
1.33E-54,0.000112841,
8.30E-07,0.104653549,
1.01E-13,0.000260462,
2.59E-09,0.1668515,
2.46E-10,0.001194093,
2.82E-16,8.85E-28,
5.83E-09,0.324024379,
0.06757588,0.000330112,
3.85E-05,0.1143006,
4.95E-16,0.3781064,
2.62E-05,0.003340708,
2.59E-59,3.01E-06,
0.01230712,0.007863419,
0.000568872,0.035504197,
6.94E-11,0.152589433,
0.184060896,0.668814752,
0.163254451,2.69E-05,
0.601538421,0.686640768,
0.846987165,0.163070604,
4.80E-10,0.00050209,
5.53E-06,0.978401128,
0.044680408,0.757856017,
0.27322522,1.19E-08,
1.35E-23,7.74E-07,
1.87E-05,0.466340778,
0.722863905,7.25E-05,
0.619821658,0.300653421,
0.001120634,0.000547112,
0.53107385,4.03E-07,
0.373562672,2.67E-08,
0.705977667,0.480837075,
0.022412132,0.000359891,
0.255546989,0.000389753,
0.002224491,6.75E-07,
0.4335301,8.38E-14,
0.992663237,2.63E-05,
0.000153583,0.772940871,
0.00232969,0.000154309,
7.38E-08,1.42E-12,
0.010389877,0.047545084,
0.18597014,0.072870824,
0.000175231,0.818382596,
0.409236708,0.020346111,
0.025642432,0.021169478,
1.93E-06,0.623940838,
2.51E-20,1.25E-07,
2.23E-05,0.206825588,
0.128653369,0.030161976,
0.132120505,0.020855793,
0.00055344,1.06E-06,
0.06981771,0.109775833,
0.915521577,0.000208088,
4.95E-07,0.000120613,
0.000307068,0.001950456,
0.99574873,0.847298447,
4.41E-18,0.009586098,
0.424281923,0.045781551,
1.64E-14,5.04E-08,
0.002265033,0.034872588,
0.31785719,0.00218191,
0.000158786,0.128590741,
5.12E-17,0.006240929,
0.890664089,0.334680738,
2.22E-18,0.013630486,
0.000229061,0.153934907,
2.39E-08,0.496770203,
4.91E-23,0.000141978,
3.09E-07,0.431670977,
0.815763027,0.318246642,
3.09E-05,4.57E-07,
9.44E-07,0.011736936,
0.339769569,0.176677489,
4.11E-05,0.022475483,
0.191744722,1.58E-13,
0.280401946,0.278696989,
0.001468867,0.466340778,
0.000204784,0.043900945,
0.1592082,0.006842666,
0.04176557,0.37945065,
0.053666239,0.559913914,
0.260936301,0.85809755,
0.46935775,0.221981902,
0.864062997,0.464091189,
6.15E-06,0.141197815,
0.926610326,0.574215441,
0.102446743,8.42E-11,
2.43E-21,0.600347946,
2.91E-07,5.19E-08,
0.045407068,0.001245286,
0.004343348,3.16E-12,
4.40E-09,1.06E-08,
0.545283442,0.293932673,
0.203458837,0.000472508,
0.014847409,0.191098132,
0.243971933,0.019303197,
0.000485827,0.129407712,
0.474572306,0.008946029,
0.003583893,1.40E-10,
0.818016239,0.938254519,
4.14E-19,2.28E-07,
0.014855935,5.40E-09,
2.61E-06,9.32E-05,
7.08E-05,0.158361348,
8.96E-06,1.25E-06,
7.31E-07,2.18E-07,
0.447731093,0.006490995,
0.327416313,0.03638436,
2.16E-14,0.841540629,
0.006234182,0.009284189,
0.632919189,0.106170449,
0.989606817,0.008942839,
0.222316745,0.001964051,
0.007733056,0.084076794,
2.38E-29,1.59E-10,
3.72E-19,0.084699686,
1.60E-07,0.007401503,
0.837127631,0.007187793,
0.60367829,0.213061081,
0.640087258,0.12923012,
9.64E-15,0.052189028,
6.78E-18,0.012630651,
0.571889784,1.15E-07,
2.70E-10,0.91721502,
0.60473319,0.010994457,
4.03E-06,0.376164881,
0.010712525,0.227551242,
0.008467574,5.64E-08,
1.66E-06,0.000211931,
2.04E-11,0.971053219,
0.078832265,0.020141152,
0.047541712,0.76915525,
0.046779881,1.33E-05,
0.552947954,0.878354891,
0.424281923,0.09850446,
4.98E-13,0.033648178,
0.00025295,0.007145585,
0.931006721,0.180329924,
0.902458576,0.698765742,
0.371197577,0.282318207,
0.21115374,0.20003377,
0.294320163,0.996150431,
0.010437261,0.937986058,
0.205301495,0.011483254,
0.751598165,0.516483792,
0.730760516,9.68E-05,
0.004118408,0.601698967,
0.443438212,0.034776535,
0.250809174,0.942965624,
0.01313919,0.028580264,
0.000744576,2.67E-10,
0.000320668,3.01E-07,
0.009115066,4.46E-05,
0.036986197,0.092546423,
1.20E-06,0.000190687,
0.414838469,0.440422138,
0.012552088,0.009026895,
1.07E-13,0.000329982,
1.99E-22,0.534112741,
2.59E-05,1.17E-05,
0.00017968,2.39E-15,
0.269865722,0.866925329,
0.199310214,0.003890185,
3.34E-24,0.001412484,
0.874674556,0.900999424,
0.541362577,0.662653315,
0.854291354,0.72502926,
0.010796024,0.193370033,
3.99E-06,0.897305991,
0.281673074,0.126579766,
5.85E-12,0.000486532,
1.73E-05,0.482099467,
6.09E-07,0.00277363,
5.62E-11,0.911535187,
0.40498772,7.71E-08,
0.000150349,1.80E-10,
6.77E-07,0.035453461,
0.384918839,0.004205051,
0.0752253,0.413379954,
1.08E-07,0.0370676,
0.679609232,0.749007927,
0.114668195,0.00056743,
0.504053972,0.47095393,
7.57E-38,3.40E-08,
0.000633991,0.000484453,
8.67E-06,0.94784799,
2.04E-06,0.480837075,
0.081321201,0.017578589,
2.17E-07,1.40E-06,
0.000805295,3.77E-06,
0.020263223,0.218343168,
0.655011012,0.000484773,
4.55E-27,0.032289234,
0.04035172,0.766416228,
4.68E-09,9.99E-05,
0.000117952,2.75E-07,
0.000227775,1.65E-06,
0.065310407,0.000240655,
4.23E-08,0.432416884,
0.000696273,0.191308865,
0.91485321,0.55422223,
0.421567023,6.04E-06,
1.41E-21,0.841540629,
0.000831883,0.845239806,
9.27E-10,0.760218995,
0.03765108,7.43E-11,
0.025267799,0.020454716,
0.080793898,7.84E-08,
0.294990918,2.14E-05,
0.122321366,0.03369012,
2.90E-11,1.21E-09,
1.40E-06,2.28E-05,
0.046486977,0.966943293,
0.002355494,0.721878376,
1.86E-08,0.000201842,
0.809059495,0.01218819,
6.77E-07,0.012951608,
0.019716141,0.000723718,
0.26737069,0.026713994,
0.424756033,0.987616586,
4.98E-08,0.005413546,
0.152442969,0.050486145,
0.68884235,0.362341748,
1.62E-05,0.045339353,
0.003228522,1.69E-11,
0.705977667,0.004105096,
0.009569988,0.058098074,
9.00E-25,3.55E-09,
0.000309629,0.737270939,
8.71E-15,0.352486104,
5.70E-07,0.923804094,
0.014538075,0.168116125,
0.032811655,0.141197815,
0.320928346,0.0114207,
0.659884713,0.039669556,
1.49E-05,1.68E-10,
0.258596584,0.47095393,
0.690281867,0.256037832,
0.968027135,0.00014249,
1.16E-09,0.00357215,
9.72E-05,0.5877963,
0.7571185,3.09E-05,
0.003115394,0.01590192,
0.8882151,0.06063471,
0.01810413,0.6874923,
0.160128,0.8248513,
0.7806493,1.45E-07,
3.48E-07,0.8038806,
0.000120514,3.65E-05,
0.6124399,0.7974644,
0.01273936,0.9354887,
0.5632998,0.9602506,
0.3478606,0.004286799,
1.71E-07,0.6626533,
0.01524166,0.9415192,
2.57E-13,8.77E-10,
0.3484162,0.0076037,
0.02017685,0.005789965,
0.2947828,0.9991389,
0.3529979,0.00247178,
0.9018798,0.3090797,
1.46E-14,0.06714992,
2.30E-13,0.000188307,
1.57E-38,6.61E-05,
0.6530735,4.30E-11,
1.98E-10,7.43E-08,
0.001887141,0.4065248,
7.05E-05,3.93E-05,
0.8463755,0.05671907,
0.0356888,0.02827823,
4.94E-11,0.4537434,
0.001588924,0.000638918,
0.8427776,6.06E-07,
6.66E-08,0.08739897,
2.33E-10,0.007129065,
4.60E-06,0.09806929,
0.9525243,0.9609311,
0.4812676,0.01599146,
0.09207416,0.658842,
0.1676729,0.01895597,
0.1031583,7.13E-06,
0.234335,0.01612748,
0.2968719,0.2186779,
3.12E-08,0.09405436,
0.8313818,0.06588703,
0.98996,0.1278478,
0.08291347,0.2727906,
0.6934039,5.24E-08,
0.5471719,0.003100275,
0.5745654,0.1583613,
0.000275073,0.0326808,
0.06899352,0.3125777,
0.1639744,0.6587843,
2.21E-18,0.004211638,
0.0112805,0.3764837,
1.58E-05,0.8758791,
0.7373153,0.000819817,
3.69E-09,0.003691497,
4.34E-05,0.8415406,
